question,answer,educationLevel,gender,hispanicOrLatino,incomeLevel,lgbtq,livingSituation,occupation,pet,politicalAffiliation,race,religion,school,state
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Moderate,White,Christianity,Howard University,Pennsylvania
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Christianity,California Institute of Technology (Caltech),Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Christianity,Santa Clara University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of South Florida,Michigan
What’s Your Most Used Social Media App?,TikTok,High School,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Not Religious,"University of Minnesota, Twin Cities",Georgia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"University of Oklahoma, Norman",Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Not Religious,"Ohio State University, Columbus",Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,Black or African American,Not Religious,"University of Oklahoma, Norman",Maryland
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Not Religious,New Jersey Institute of Technology (NJIT),Ohio
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,White,Christianity,Washington University in St. Louis,California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,White,Christianity,University of Southern California,Ohio
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,Black or African American,Not Religious,Temple University,Michigan
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,Yes. Both,Slightly Liberal,Black or African American,Christianity,"Pennsylvania State University, University Park",Michigan
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Christianity,University of Colorado at Boulder,Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Purdue University,Massachusetts
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Cat",Slightly Conservative,White,Christianity,"University of Massachusetts, Boston",Maryland
What’s Your Most Used Social Media App?,BeReal,High School,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),No Pets,Slightly Conservative,White,Christianity,Syracuse University,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Employed (Full Time),"Yes,Dog",Slightly Liberal,American Indian,Christianity,University of Michigan,Georgia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Very Liberal,White,Christianity,Dartmouth College,Missouri
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,Black or African American,Not Religious,Drexel University,New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Very Liberal,Black or African American,Not Religious,"University of Maryland, College Park",Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,Black or African American,Christianity,Tufts University,California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Moderate,Black or African American,Christianity,"University of Massachusetts, Boston",North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,University of Notre Dame,Washington
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"University of Massachusetts, Amherst",Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,White,Christianity,San Diego State University,Massachusetts
What’s Your Most Used Social Media App?,LinkedIn,High School,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Arizona,Maryland
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,"University of California, Santa Barbara (UCSB)",North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Slightly Liberal,White,Not Religious,University of Southern California,Washington
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Homeowner,Student,Yes. Both,Moderate,Black or African American,Christianity,University of Texas at Austin,New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,University of Connecticut,Indiana
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Asian,Not Religious,New Jersey Institute of Technology (NJIT),Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Slightly Liberal,White,Not Religious,"University of Maryland, Baltimore County",Utah
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Judaism,"University of Maryland, College Park",Georgia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Other,"University of California, Davis (UCD)",Maryland
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Not Religious,"University of Massachusetts, Boston",Illinois
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,Syracuse University,Louisiana
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Very Liberal,Asian,Christianity,Santa Clara University,Illinois
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,No Pets,Slightly Liberal,White,Christianity,"Ohio State University, Columbus",Arizona
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Not Religious,George Mason University,Washington
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Cat",Moderate,Black or African American,Christianity,University of Pennsylvania,Georgia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Slightly Liberal,White,Not Religious,University of Rochester,Maine
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Slightly Conservative,White,Christianity,University of Chicago,Missouri
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Moderate,White,Christianity,"University of Massachusetts, Boston",Massachusetts
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Lessee,Student,"Yes, Dog",Slightly Conservative,White,Christianity,College of William and Mary,Colorado
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,Cornell University,California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Very Conservative,White,Christianity,George Washington University,Louisiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),Yes. Both,Moderate,White,Christianity,University of Houston,New Jersey
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Homeowner,Employed (Full Time),No Pets,Slightly Liberal,Other,Christianity,University of Miami,Massachusetts
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of New Mexico,Illinois
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Moderate,Alaska Native,Christianity,Texas A&M University,New Jersey
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,University of Delaware,North Carolina
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Living W/ Parents,Student,Yes. Both,Moderate,White,Christianity,Cornell University,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Stony Brook University,Georgia
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Slightly Liberal,White,Christianity,Georgia Institute of Technology (Georgia Tech),Texas
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,Northwestern University,Iowa
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Moderate,White,Christianity,University of Wisconsin-Madison,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Very Conservative,White,Christianity,Drexel University,Colorado
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),No Pets,Very Conservative,White,Not Religious,Rice University,Montana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Hawai'i at Manoa,Indiana
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Black or African American,Christianity,"University of Massachusetts, Amherst",New Jersey
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,Black or African American,Hinduism,"University of Maryland, Baltimore County",North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Not Religious,Drexel University,Washington
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Christianity,"University of Washington, Seattle",California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Moderate,White,Christianity,Tufts University,New York
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Florida State University,Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Black or African American,Not Religious,Carnegie Mellon University,Colorado
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,Asian,Not Religious,University of Texas at Austin,Iowa
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,"University of Washington, Seattle",Pennsylvania
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,Black or African American,Christianity,University of Michigan,Oklahoma
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Oregon State University,California
What’s Your Most Used Social Media App?,BeReal,High School,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Santa Clara University,Oregon
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,Texas A&M University,Michigan
